,index,text,entities,relations,Comments,id,label,start_offset,end_offset
3425,13790,API hooking to evade detection,"[{'id': 42811, 'label': 'attack-pattern', 'start_offset': 4, 'end_offset': 11}]",[],[],42811,attack-pattern,4,11
3426,13147,The group was reportedly using spear-phishing emails with weaponized attachments to exploit known vulnerabilities.,"[{'id': 48925, 'label': 'attack-pattern', 'start_offset': 31, 'end_offset': 45}, {'id': 48926, 'label': 'threat-actor', 'start_offset': 4, 'end_offset': 10}]","[{'id': 499, 'from_id': 48926, 'to_id': 48925, 'type': 'uses'}]",[],48925,attack-pattern,31,45
3427,63,"As the chart below shows, Monero has risen even faster than bitcoin in price in the last two years, with more than a 30,000% gain in U.S. dollars.","[{'id': 45773, 'label': 'TIME', 'start_offset': 84, 'end_offset': 98}, {'id': 44583, 'label': 'SOFTWARE', 'start_offset': 26, 'end_offset': 32}, {'id': 44584, 'label': 'SOFTWARE', 'start_offset': 60, 'end_offset': 67}]",[],[],45773,TIME,84,98
3428,13130,The challenge is often finding the right partners to align with their specific requirements.,[],[],[],,,,
3429,3544,"It provides a comprehensive defense tailored to protect organizations against targeted attacks and advanced threats through specialized engines, custom sandboxing, and seamless correlation across the entire attack life cycle, allowing it to detect threats delivered by Blackgear even without any engine or pattern update.","[{'id': 49321, 'label': 'threat-actor', 'start_offset': 269, 'end_offset': 278}]",[],[],49321,threat-actor,269,278
3430,1315,PlugX file uses Symantec logo icon.,"[{'id': 3983, 'label': 'malware', 'start_offset': 0, 'end_offset': 5}, {'id': 46668, 'label': 'identity', 'start_offset': 16, 'end_offset': 24}]",[],[],3983,malware,0,5
3431,12147,"After a fingerprinting phase, similar to the one used with the Chrome exploit above, users were served an Internet Explorer 0-day.","[{'id': 37575, 'label': 'attack-pattern', 'start_offset': 8, 'end_offset': 22}, {'id': 37576, 'label': 'location', 'start_offset': 45, 'end_offset': 48}]",[],[],37575,attack-pattern,8,22
3432,324,"The latest development in the ransomware world is CryptoWall 2.0, a new version of this malware family that uses the Tor network for command and control.","[{'id': 44699, 'label': 'malware', 'start_offset': 50, 'end_offset': 64}, {'id': 44700, 'label': 'tools', 'start_offset': 117, 'end_offset': 120}]","[{'id': 14, 'from_id': 44699, 'to_id': 44700, 'type': 'uses'}]",[],44699,malware,50,64
3433,14081,The SLUB campaign also exploited and used GNUBoard websites as part of the infrastructure.,"[{'id': 48160, 'label': 'campaign', 'start_offset': 4, 'end_offset': 17}, {'id': 48161, 'label': 'SOFTWARE', 'start_offset': 42, 'end_offset': 51}]","[{'id': 389, 'from_id': 48160, 'to_id': 48161, 'type': 'exploits'}]",[],48160,campaign,4,17
3434,4006,Supply chain attacks are quite risky and could result in real-world impacts.,[],[],[],,,,
3435,11394,"In 2019, we confronted the risks posed by NSO Group again, relying upon NSO Groups’s marketing information suggesting that they had a 0-day exploit for Android.",[],[],[],,,,
3436,8593,Phishing Domains: nco2[.]live summit-files[.]com filetransfer[.]club continuetogo[.]me accessverification[.]online customers-verification-identifier[.]site service-activity-session[.]online identifier-service-review[.]site recovery-activity-identification[.]site review-session-confirmation[.]site recovery-service-activity[.]site verify-service-activity[.]site service-manager-notifications[.]info  ,"[{'id': 26573, 'label': 'attack-pattern', 'start_offset': 0, 'end_offset': 8}, {'id': 26574, 'label': 'location', 'start_offset': 30, 'end_offset': 36}]",[],[],26573,attack-pattern,0,8
3437,10317, photos.exe  IMAP RAT,[],[],[],,,,
3438,2724,Compression headers are a feature that was added to SMBv3 negotiate context request packets in May 2019.,"[{'id': 45675, 'label': 'TIME', 'start_offset': 95, 'end_offset': 103}, {'id': 45674, 'label': 'SOFTWARE', 'start_offset': 52, 'end_offset': 57}]",[],[],45675,TIME,95,103
3439,3708,"Carbanak also collects information on accounts, files and directories, group permissions, and registries.","[{'id': 49503, 'label': 'threat-actor', 'start_offset': 0, 'end_offset': 8}]",[],[],49503,threat-actor,0,8
3440,10725,Attack ChainREDBALDKNIGHT’s attacks typically use spear phishing emails as an entry point.,"[{'id': 32779, 'label': 'attack-pattern', 'start_offset': 50, 'end_offset': 64}, {'id': 32780, 'label': 'location', 'start_offset': 84, 'end_offset': 89}]",[],[],32779,attack-pattern,50,64
3441,2664,"The site itself typically features information such as victim domains, a time tracker and measures of how much data was compromised.",[],[],[],,,,
3442,11654,"     All of these cases end up with either the downloading or dropping of files and then the execution of JavaScript code, which is a dropper used to install the main backdoor + stealer.","[{'id': 35772, 'label': 'location', 'start_offset': 80, 'end_offset': 83}, {'id': 35773, 'label': 'malware', 'start_offset': 178, 'end_offset': 185}]",[],[],35772,location,80,83
3443,2335,"Before further analyzing how the exploit elevated privileges, we needed to figure out if we were dealing with an N-day or a 0-day vulnerability.",[],[],[],,,,
3444,6816,"Avoid activating macro for any attached Microsoft Office files, especially for emails that request macro activation using an image of the body of the opened file or those that don’t show anything.",[],[],[],,,,
3445,5916,"Ed’s social media: @Ed_E_Cabrera (Twitter), https://www.linkedin.com/in/ed-e-cabrera/ (LinkedIn)","[{'id': 18172, 'label': 'location', 'start_offset': 12, 'end_offset': 17}, {'id': 18173, 'label': 'URL', 'start_offset': 44, 'end_offset': 85}]",[],[],18172,location,12,17
3446,2677," Technically speaking, we have observed LockBit 2.0 affiliates leveraging the following tactics, techniques and procedures:  Windows SysInternals PsExec has been utilized for both persistence and execution purposes.","[{'id': 47880, 'label': 'threat-actor', 'start_offset': 40, 'end_offset': 51}, {'id': 47879, 'label': 'tools', 'start_offset': 125, 'end_offset': 152}]","[{'id': 365, 'from_id': 47880, 'to_id': 47879, 'type': 'uses'}]",[],47880,threat-actor,40,51
3447,9382,VirusTotal scan result,[],[],[],,,,
3448,6678,The company has not released further information on the vulnerability.,[],[],[],,,,
3449,2741,"The vulnerability, assigned CVE-2014-6271 by Mitre, was originally discovered by Stephane Chazelas, a Unix and Linux network and telecom administrator and IT manager at UK robotics company SeeByte, Ltd.  ","[{'id': 47982, 'label': 'identity', 'start_offset': 45, 'end_offset': 50}, {'id': 47984, 'label': 'SOFTWARE', 'start_offset': 102, 'end_offset': 106}, {'id': 47981, 'label': 'vulnerability', 'start_offset': 28, 'end_offset': 41}, {'id': 47983, 'label': 'identity', 'start_offset': 81, 'end_offset': 98}, {'id': 47986, 'label': 'identity', 'start_offset': 169, 'end_offset': 201}, {'id': 47985, 'label': 'SOFTWARE', 'start_offset': 111, 'end_offset': 116}]",[],[],47982,identity,45,50
3450,13261,The installer drops three files into the Apple/Update directory Figure 5.,"[{'id': 41331, 'label': 'identity', 'start_offset': 41, 'end_offset': 46}]",[],[],41331,identity,41,46
3451,9873,Network,[],[],[],,,,
3452,2954,"Microsoft has already credited our team with 14 previous IE vulnerabilities in 2014, bringing our total for the year up to 35.","[{'id': 48109, 'label': 'identity', 'start_offset': 0, 'end_offset': 9}, {'id': 48110, 'label': 'SOFTWARE', 'start_offset': 57, 'end_offset': 59}, {'id': 48111, 'label': 'TIME', 'start_offset': 78, 'end_offset': 83}]",[],[],48109,identity,0,9
3453,3346,"However, the URL is unused and was likely left inside the loader as a mistake.",[],[],[],,,,
3454,6446,"The use of this tool differentiates this particular campaign from earlier research, as in previous attacks ScreenConnect was used.","[{'id': 20073, 'label': 'location', 'start_offset': 16, 'end_offset': 20}, {'id': 20074, 'label': 'location', 'start_offset': 52, 'end_offset': 60}, {'id': 20075, 'label': 'malware', 'start_offset': 107, 'end_offset': 120}]",[],[],20073,location,16,20
3455,10905,"This is similar to the domain hostoperationsystems[.]com, which was previously mentioned in the Talos report.",[],[],[],,,,
3456,2433,The fix is to use a block list to exclude two methods: Class.getClassLoader() and getProtectionDomain() as highlighted in Figure 6.,[],[],[],,,,
3457,5011,"Since our last update, TAG has observed a continuously growing number of threat actors using the war as a lure in phishing and malware campaigns.","[{'id': 51066, 'label': 'identity', 'start_offset': 23, 'end_offset': 26}, {'id': 51067, 'label': 'attack-pattern', 'start_offset': 106, 'end_offset': 122}]",[],[],51066,identity,23,26
3458,10307, abf0c2538b2f9d38c98b422ea149983ca95819aa6ebdac97eae777ea8ba4ca8c,"[{'id': 31454, 'label': 'SHA1', 'start_offset': 1, 'end_offset': 65}]",[],[],31454,SHA1,1,65
3459,7341,"While they have been quiet since our June analysis, we observed an increase in the group’s activities in December, with updates on the kits’ capabilities reminiscent of their previous attacks.",[],[],[],,,,
3460,10945,Indicators of Compromise (IOCs) Files,[],[],[],,,,
3461,3586, Cassandra Protector: CyaX,"[{'id': 49369, 'label': 'tools', 'start_offset': 1, 'end_offset': 10}, {'id': 49370, 'label': 'tools', 'start_offset': 22, 'end_offset': 26}]",[],[],49369,tools,1,10
3462,12542," Loading a page with the WebKit RCE on the latest version of Safari (14.1), we learned the RCE was an n-day since it did not successfully trigger the exploit.","[{'id': 39033, 'label': 'malware', 'start_offset': 11, 'end_offset': 15}, {'id': 39034, 'label': 'location', 'start_offset': 79, 'end_offset': 86}]",[],[],39033,malware,11,15
3463,13630,"The code below obtains QQ numbers that are currently logged on the machine, mentioned here.",[],[],[],,,,
3464,4296,Update systems regularly.,[],[],[],,,,
3465,4450,"Our Threat Analysis Group, or TAG, is dedicated to protecting users from threats posed by state-sponsored malware attacks and other advanced persistent threats.","[{'id': 50226, 'label': 'identity', 'start_offset': 4, 'end_offset': 25}, {'id': 50227, 'label': 'identity', 'start_offset': 30, 'end_offset': 33}]","[{'id': 932, 'from_id': 50227, 'to_id': 50226, 'type': 'duplicate-of'}]",[],50226,identity,4,25
3466,13018,Financially motivated and criminal actors are also using current events as a means for targeting users.,[],[],[],,,,
3467,7679,"Despite the changes, TA505 continues to use either FlawedAmmyy RAT (remote access trojan) or ServHelper as payloads.","[{'id': 23882, 'label': 'malware', 'start_offset': 51, 'end_offset': 62}, {'id': 23883, 'label': 'location', 'start_offset': 68, 'end_offset': 74}]",[],[],23882,malware,51,62
3468,7590,"Once ServHelper is executed, it runs a PowerShell script to get information from the infected machine.","[{'id': 23658, 'label': 'attack-pattern', 'start_offset': 39, 'end_offset': 49}]",[],[],23658,attack-pattern,39,49
3469,9666,The main functions of the backdoor infoClient fills up the variables in HandlePP class.,[],[],[],,,,
3470,4369, Trojan.W97M.CONFUCIUS.B  654c7021a4482da21e149ded58643b279ffbce66badf1a0a7fc3551acd607312  Trojan.W97M.CONFUCIUS.C  712172b5b1895bbfcced961a83baa448e26e93e301be407e6b9dc8cb6526277f  Trojan.Win32.DLOADR.TIOIBELQ,"[{'id': 13099, 'label': 'SHA2', 'start_offset': 26, 'end_offset': 90}, {'id': 13100, 'label': 'SHA2', 'start_offset': 117, 'end_offset': 181}, {'id': 50154, 'label': 'malware', 'start_offset': 1, 'end_offset': 24}, {'id': 50155, 'label': 'malware', 'start_offset': 92, 'end_offset': 115}, {'id': 50156, 'label': 'malware', 'start_offset': 183, 'end_offset': 211}]","[{'id': 922, 'from_id': 13099, 'to_id': 50154, 'type': 'indicates'}, {'id': 923, 'from_id': 13100, 'to_id': 50155, 'type': 'indicates'}]",[],13099,SHA2,26,90
3471,162, And this is where the second point comes to bear.,[],[],[],,,,
3472,10616,APP is designed specifically for the highest-risk accounts.,[],[],[],,,,
3473,1106,"But, in the case of mutex analysis, the useful information pretty well slapped us in the face.",[],[],[],,,,
3474,8590,"When a site identified by Safe Browsing as harmful appears in Google Search results, we show a warning next to it in the results.",[],[],[],,,,
3475,2747,We have posted the advisory on our product vulnerability page.,[],[],[],,,,
3476,8124,"Once granted, the app shows a full screen window that says that it requires further setup steps.",[],[],[],,,,
3477,10952,"Last month, we sent 1,755 warnings to users whose accounts were targets of government-backed attackers.",[],[],[],,,,
3478,428,"When the user visits the website, the code runs on their system and “mines” on behalf of others – either the website or someone else.",[],[],[],,,,
3479,582,"Cortex XSOAR can automatically and instantly coordinate with network security, malware analysis and threat management solutions to ensure customers remain protected.","[{'id': 44786, 'label': 'SOFTWARE', 'start_offset': 0, 'end_offset': 12}]",[],[],44786,SOFTWARE,0,12
3480,4859,"After the target account was compromised, the attacker generally maintained persistence by granting an OAuth token to a legitimate email application like Thunderbird or generating an App Password to access the account via IMAP.","[{'id': 50842, 'label': 'SOFTWARE', 'start_offset': 154, 'end_offset': 165}]",[],[],50842,SOFTWARE,154,165
3481,2862,"As a reminder, “Don’t Panic,” is the official podcast of Unit 42, the Palo Alto Network threat intelligence team and features Palo Alto Networks CSO Rick Howard and Palo Alto Networks Senior Vice President, Threat Intelligence Ryan Olson.  You can find this episode and other Palo Alto Networks podcasts on iTunes, Google Play, or integrate the RSS feed into your favorite service.","[{'id': 45725, 'label': 'identity', 'start_offset': 57, 'end_offset': 64}, {'id': 45729, 'label': 'identity', 'start_offset': 165, 'end_offset': 183}, {'id': 45726, 'label': 'identity', 'start_offset': 70, 'end_offset': 112}, {'id': 45727, 'label': 'identity', 'start_offset': 126, 'end_offset': 148}, {'id': 45728, 'label': 'identity', 'start_offset': 149, 'end_offset': 160}, {'id': 45731, 'label': 'identity', 'start_offset': 227, 'end_offset': 237}, {'id': 45732, 'label': 'identity', 'start_offset': 275, 'end_offset': 294}, {'id': 45733, 'label': 'SOFTWARE', 'start_offset': 307, 'end_offset': 313}, {'id': 45734, 'label': 'SOFTWARE', 'start_offset': 315, 'end_offset': 326}, {'id': 45735, 'label': 'SOFTWARE', 'start_offset': 345, 'end_offset': 348}]",[],[],45725,identity,57,64
3482,6976,"revealed some interesting things in that year: they used ""com.example.appcode.appcode"" as the APK package name and used a possible public certificate “74bd7b456d9e651fc84446f65041bef1207c408d,” which possibly meant the sample was used for testing, and they just started to use it for their campaigns during that year.","[{'id': 21856, 'label': 'location', 'start_offset': 111, 'end_offset': 114}, {'id': 21857, 'label': 'location', 'start_offset': 131, 'end_offset': 137}, {'id': 21858, 'label': 'MD5', 'start_offset': 151, 'end_offset': 191}, {'id': 21859, 'label': 'location', 'start_offset': 219, 'end_offset': 225}, {'id': 21860, 'label': 'location', 'start_offset': 248, 'end_offset': 251}, {'id': 21861, 'label': 'identity', 'start_offset': 257, 'end_offset': 261}]",[],[],21856,location,111,114
3483,4210,"The app’s APK is linked directly from the homepage, with a disclaimer stating that Google Play does not allow pornography in their store.","[{'id': 50024, 'label': 'SOFTWARE', 'start_offset': 83, 'end_offset': 94}]",[],[],50024,SOFTWARE,83,94
3484,3540,Managed detection and response also helps make better sense of system- and network-level activities that an organization may not have the time or resources to do.,[],[],[],,,,
3485,1504," This particular linux backdoor will install itself to ""/usr/bin/btdaemon"" and create a startup service at ""/etc/init.d/bluetoothdaemon"" with symbolic links so that it will run in any startup mode.  The file contents are a simple bash script that runs the original btdaemon file.","[{'id': 46779, 'label': 'FILEPATH', 'start_offset': 56, 'end_offset': 73}, {'id': 46780, 'label': 'FILEPATH', 'start_offset': 108, 'end_offset': 135}]",[],[],46779,FILEPATH,56,73
3486,9672,MAC address  Figure 14.,[],[],[],,,,
3487,5105,We encourage any potential targets to enable Enhanced Safe Browsing for Chrome and ensure that all devices are updated.,[],[],[],,,,
3488,3057,"When a user opens the app, it will always report that it has located two or three threats on the device (Figure 2), including the following:  Figure 2",[],[],[],,,,
3489,4017,The actors seem to be targeting organizations in the transportation industry and government agencies related to transport.,[],[],[],,,,
3490,6289,"  Organizations using Codecov’s Bash Uploader script, or one of the other impacted tools should carefully evaluate their exposure to this threat.",[],[],[],,,,
3491,11344,A log file is written containing a count of the emails that were downloaded.,[],[],[],,,,
3492,4173,"Furthermore, the delimiter that was used in SmileSvr to split different values in configuration files is the same as the one used in YAHAMAM (shown as Figure 15).      Figure 14.","[{'id': 49976, 'label': 'malware', 'start_offset': 44, 'end_offset': 52}, {'id': 49975, 'label': 'malware', 'start_offset': 133, 'end_offset': 140}]",[],[],49976,malware,44,52
3493,4529,"To protect high risk user accounts, we offer the Advanced Protection Program (APP), which is our highest form of account security.",[],[],[],,,,
3494,5225,"      Tags  Exploits & Vulnerabilities | Research | Cyber Threats | ICS OT | APT & Targeted Attacks | Compliance & Risks | IoT | Articles, News, Reports",[],[],[],,,,
3495,2973,"In a home of computers, phones, tablets and IoT devices, nearly always the common point is the home router and Wi-Fi.",[],[],[],,,,
3496,3925,"User Activity Checking Once Chopper successfully infects a system, the malicious actor will issue a query user (quser) command in an attempt to identify the primary user or those who are currently logged in as users in the system.","[{'id': 49773, 'label': 'malware', 'start_offset': 28, 'end_offset': 35}]",[],[],49773,malware,28,35
3497,2324,Analyzing the Mach-O was reminiscent of a CTF reverse engineering challenge.,[],[],[],,,,
3498,4422,"StartsWith(""Help us protect you: Security advice from Google"")",[],[],[],,,,
3499,14098,"That makes it difficult to match code similarities, and that is why many of the indicators of code sharing are sparse across different samples.",[],[],[],,,,
3500,6155,An example of a spear-phishing email sent by Earth Wendigo to a democracy activist.,"[{'id': 19042, 'label': 'location', 'start_offset': 16, 'end_offset': 21}, {'id': 19043, 'label': 'attack-pattern', 'start_offset': 22, 'end_offset': 30}]",[],[],19042,location,16,21
3501,13587,Note the screenshot in Figure 6: The same web shell with the same “only_pcd” keyword is mentioned in this Chinese blog post.,"[{'id': 51674, 'label': 'location', 'start_offset': 106, 'end_offset': 113}, {'id': 51675, 'label': 'FILEPATH', 'start_offset': 67, 'end_offset': 75}]",[],[],51674,location,106,113
3502,5308, Modules initialization  ,[],[],[],,,,
3503,1827,Executing the anti-rootkit driver in the system     ,[],[],[],,,,
3504,12442,We received leads from Facebook that supported us in this investigation.,[],[],[],,,,
3505,13718,"However, in one of its recent campaigns, we’ve discovered a piece of Waterbear payload with a brand-new purpose: hiding its network behaviors from a specific security product by API hooking techniques.","[{'id': 42655, 'label': 'location', 'start_offset': 94, 'end_offset': 99}, {'id': 42656, 'label': 'location', 'start_offset': 158, 'end_offset': 166}, {'id': 42657, 'label': 'attack-pattern', 'start_offset': 182, 'end_offset': 189}]",[],[],42655,location,94,99
3506,8113,Code snippet from Extra DEX downloaded by Camero,[],[],[],,,,
3507,14208,"Recently, the Winnti group, a threat actor with a past of traditional cybercrime -particularly with financial fraud, has been seen abusing GitHub by turning it into a conduit for the command and control (C&C) communications of their seemingly new backdoor (detected by Trend Micro as BKDR64_WINNTI.ONM).","[{'id': 48234, 'label': 'SOFTWARE', 'start_offset': 139, 'end_offset': 146}, {'id': 48233, 'label': 'threat-actor', 'start_offset': 14, 'end_offset': 26}]",[],[],48234,SOFTWARE,139,146
3508,13210,Steganography isn’t just used to deliver encrypted payloads; it can also be used to transfer information to a C&C server.,"[{'id': 41196, 'label': 'identity', 'start_offset': 20, 'end_offset': 24}, {'id': 41197, 'label': 'location', 'start_offset': 64, 'end_offset': 67}, {'id': 41198, 'label': 'location', 'start_offset': 84, 'end_offset': 92}]",[],[],41196,identity,20,24
3509,2440, Exploit code for this remote code execution vulnerability has been made publicly available.,"[{'id': 47509, 'label': 'attack-pattern', 'start_offset': 23, 'end_offset': 44}]",[],[],47509,attack-pattern,23,44
3510,6969,"Crimson RAT and ObliqueRat spear-phishing email attachments that feature the same download domain     CapraRAT, One of Earth Karkaddan’s custom Android RAT","[{'id': 21808, 'label': 'malware', 'start_offset': 0, 'end_offset': 11}, {'id': 21809, 'label': 'location', 'start_offset': 12, 'end_offset': 15}, {'id': 21810, 'label': 'malware', 'start_offset': 16, 'end_offset': 26}, {'id': 21811, 'label': 'location', 'start_offset': 27, 'end_offset': 32}, {'id': 21812, 'label': 'attack-pattern', 'start_offset': 33, 'end_offset': 41}, {'id': 21813, 'label': 'location', 'start_offset': 77, 'end_offset': 81}, {'id': 21814, 'label': 'malware', 'start_offset': 102, 'end_offset': 110}, {'id': 21815, 'label': 'location', 'start_offset': 112, 'end_offset': 115}, {'id': 21816, 'label': 'location', 'start_offset': 119, 'end_offset': 124}, {'id': 21817, 'label': 'malware', 'start_offset': 144, 'end_offset': 155}]",[],[],21808,malware,0,11
3511,9267,"The increase in efficiency simplifies investigations, optimizes SecOps productivity, and accelerates remediation to stop threat actors in their tracks before they have a chance to cause lasting damage.","[{'id': 28631, 'label': 'location', 'start_offset': 85, 'end_offset': 88}, {'id': 28632, 'label': 'malware', 'start_offset': 116, 'end_offset': 120}, {'id': 28633, 'label': 'location', 'start_offset': 170, 'end_offset': 176}]",[],[],28631,location,85,88
3512,819,"This post is also available in:      日本語 (Japanese)  In January 2020, during the first Patch Tuesday of the new year, Microsoft released patches for 17 new vulnerabilities including one for CVE-2020-0601 known as Curveball.","[{'id': 44869, 'label': 'TIME', 'start_offset': 56, 'end_offset': 68}, {'id': 44870, 'label': 'identity', 'start_offset': 118, 'end_offset': 127}, {'id': 44871, 'label': 'TIME', 'start_offset': 93, 'end_offset': 100}, {'id': 44872, 'label': 'vulnerability', 'start_offset': 190, 'end_offset': 203}, {'id': 44873, 'label': 'vulnerability', 'start_offset': 213, 'end_offset': 222}]",[],[],44869,TIME,56,68
3513,1717," The Dyre banking Trojan has multiple C2 mechanisms, including encrypted HTTPS requests to a list of hard-coded IP addresses, a DGA generating 1,000 new domains each day as well as an I2P based plugin.","[{'id': 46891, 'label': 'malware', 'start_offset': 5, 'end_offset': 24}, {'id': 46892, 'label': 'SOFTWARE', 'start_offset': 184, 'end_offset': 187}]",[],[],46891,malware,5,24
3514,13100,"In fact, we’ve already demonstrated our value to the organization in research last year, which uncovered design flaws and vulnerabilities in legacy programming languages used by some of its products.",[],[],[],,,,
3515,1769,"Although we are not aware of any attacks using this technique, these signatures have proven effective in our testing against code publicly available on the Internet.  When we take a closer look at the three exploits in our blog post last month, we see that various exploit techniques are based on a singular condition, which is arbitrary memory access.",[],[],[],,,,
3516,1071,“Toast” is typically used to display messages and notifications over other apps.,[],[],[],,,,
3517,13072,"In a data breach notice to affected users, events application Peatix said it learned that user account data had been improperly accessed.",[],[],[],,,,
3518,10922,"However, we were not able to find any of these modules in the wild.",[],[],[],,,,
3519,6349,"The delivery of packaged ISO files is typically sent via spear phishing email campaigns or downloaded to the victim by a second-stage downloader.  While we lack insight into how this particular payload was delivered to a target environment, we observed connection attempts to the C2 server originating from three Sri Lankan IP addresses between May 19-20.","[{'id': 19706, 'label': 'attack-pattern', 'start_offset': 57, 'end_offset': 71}, {'id': 19707, 'label': 'location', 'start_offset': 156, 'end_offset': 160}, {'id': 19708, 'label': 'location', 'start_offset': 221, 'end_offset': 227}]",[],[],19706,attack-pattern,57,71
3520,13968,"For many of those in the more mature sectors who struggle less with resources, such as financial and government, this ideal state has been achieved by buying a large number of feature products for each layer.",[],[],[],,,,
3521,9315,"When we checked Mirrorthief’s network infrastructure, we found that it did not have any overlap with any known cybercrime groups.",[],[],[],,,,
3522,1398," Updated March 4, 2022, at 6:15 a.m. PT.","[{'id': 45006, 'label': 'TIME', 'start_offset': 9, 'end_offset': 39}]",[],[],45006,TIME,9,39
3523,8297,"Files with the following hashes were used in the second series of attacks:  fb5b5906feab268f90789b15351b8a193fb5f445a3ae9afb1da8fb814ed80325 – detected as VBS_KEYLOG.NYKW 306f4f843c5a5a119a3385ad2b18c78a04fac618031ddecabf0633083a6c9a76 – detected as VBS_KEYLOG.NYKW 33709ca050fd0abc2aba38326996bf1c3b6d9b875228c9f15e624f9002c199a8 – detected as VBS_OBFUS.VUJ ff0f9057d3da7b3500f145ce24670c89a93cdb5cbe74946b17397fc466ddfbda – detected as VBS_AUTORUN.ASUHK 9b7cc8f4807df162f99f5fa592bc7cc5c6a756d9c0311c7b2529f19a0ac59c1a – archive file; contents detected as VBS_OBFUS.VUK 587e38fb11bd0c4021ce6965e92838521616ee4c5506ef0fa160452e9c71d5cf – detected as VBS_OBFUS.VUK         Tags  APT & Targeted Attacks | Malware | Research | Articles, News, Reports","[{'id': 25570, 'label': 'SHA2', 'start_offset': 76, 'end_offset': 140}, {'id': 25571, 'label': 'SHA2', 'start_offset': 171, 'end_offset': 235}, {'id': 25572, 'label': 'SHA1', 'start_offset': 266, 'end_offset': 330}, {'id': 25573, 'label': 'MD5', 'start_offset': 359, 'end_offset': 423}, {'id': 25574, 'label': 'SHA1', 'start_offset': 456, 'end_offset': 520}, {'id': 25575, 'label': 'SHA1', 'start_offset': 572, 'end_offset': 636}, {'id': 25576, 'label': 'location', 'start_offset': 679, 'end_offset': 682}]",[],[],25570,SHA2,76,140
3524,13571,Doing so allows the threat actor to understand the environment and design attack scripts appropriate to the victim’s environment.       Figure 3.,"[{'id': 51651, 'label': 'malware', 'start_offset': 74, 'end_offset': 88}, {'id': 51652, 'label': 'identity', 'start_offset': 108, 'end_offset': 114}, {'id': 51653, 'label': 'threat-actor', 'start_offset': 20, 'end_offset': 33}]",[],[],51651,malware,74,88
3525,4917,"On account-trading markets, hijacked channels ranged from $3 USD to $4,000 USD depending on the number of subscribers.",[],[],[],,,,
3526,13319,Indicators of Compromise (IoCs) Related Hashes (SHA-256): Detected as CVE-2018-0802.ZTFC:  1d128fd61c2c121d9f2e1628630833172427e5d486cdd4b6d567b7bdac13935e  BKDR_TCLT.ZDFB:  01087051f41df7bb030256c97497f69bc5b5551829da81b8db3f46ba622d8a69  BKDR64_TCLT.ZTFB:  6e900e5b6dc4f21a004c5b5908c81f055db0d7026b3c5e105708586f85d3e334  TROJ_SCLT.ZTFB:  49df4fec76a0ffaee5e4d933a734126c1a7b32d1c9cb5ab22a868e8bfc653245  TROJ_TCDROP.ZTFB:  b0f120b11f727f197353bc2c98d606ed08a06f14a1c012d3db6fe0a812df528a d65f809f7684b28a6fa2d9397582f350318027999be3acf1241ff44d4df36a3a 85d32cb3ae046a38254b953a00b37bb87047ec435edb0ce359a867447ee30f8b  TROJ_TCLT.ZDFB:  02281e26e89b61d84e2df66a0eeb729c5babd94607b1422505cd388843dd5456 fb9c9cbf6925de8c7b6ce8e7a8d5290e628be0b82a58f3e968426c0f734f38f6  URLs related to C&C communication:  qpoe[.]com wikaba[.]com tibetnews[.]today dns-stuff[.]com 2waky[.]com         Tags  Network | APT & Targeted Attacks | Research,"[{'id': 41451, 'label': 'SHA2', 'start_offset': 91, 'end_offset': 155}, {'id': 41452, 'label': 'MD5', 'start_offset': 174, 'end_offset': 238}, {'id': 41453, 'label': 'SHA1', 'start_offset': 259, 'end_offset': 323}, {'id': 41454, 'label': 'SHA1', 'start_offset': 342, 'end_offset': 406}, {'id': 41455, 'label': 'SHA1', 'start_offset': 427, 'end_offset': 491}, {'id': 41456, 'label': 'SHA2', 'start_offset': 492, 'end_offset': 556}, {'id': 41457, 'label': 'SHA2', 'start_offset': 557, 'end_offset': 621}, {'id': 41458, 'label': 'SHA2', 'start_offset': 640, 'end_offset': 704}, {'id': 41459, 'label': 'SHA2', 'start_offset': 705, 'end_offset': 769}, {'id': 41460, 'label': 'location', 'start_offset': 901, 'end_offset': 904}]",[],[],41451,SHA2,91,155
3527,10212,"On account-trading markets, hijacked channels ranged from $3 USD to $4,000 USD depending on the number of subscribers.",[],[],[],,,,
3528,2980,"Also, all modern operating systems allow you to make accounts “regular user” accounts rather than admin accounts.",[],[],[],,,,
3529,13659,"When the target user attempts to log in, credentials are recorded through a simple PHP script.",[],[],[],,,,
3530,10412,We have yet to conclude this attack's exact purpose.,[],[],[],,,,
